1stFlrSF;2ndFlrSF;3SsnPorch;BedroomAbvGr;BsmtFinSF1;BsmtFinSF2;BsmtFullBath;BsmtHalfBath;BsmtUnfSF;EnclosedPorch;Fireplaces;FullBath;GarageArea;GarageCars;GarageYrBlt;GrLivArea;HalfBath;KitchenAbvGr;LotArea;LotFrontage;LowQualFinSF;MasVnrArea;MiscVal;OpenPorchSF;OverallQual;PoolArea;ScreenPorch;TotRmsAbvGrd;TotalBsmtSF;WoodDeckSF;YearBuilt;YearRemodAdd;TotalArea;AreaAbvground;TotalBaths;Alley_Grvl;Alley_None;Alley_Pave;BldgType_1Fam;BldgType_2fmCon;BldgType_Duplex;BldgType_Twnhs;BldgType_TwnhsE;BsmtCond_Fa;BsmtCond_Gd;BsmtCond_None;BsmtCond_Po;BsmtCond_TA;BsmtExposure_Av;BsmtExposure_Gd;BsmtExposure_Mn;BsmtExposure_No;BsmtExposure_None;BsmtFinType1_ALQ;BsmtFinType1_BLQ;BsmtFinType1_GLQ;BsmtFinType1_LwQ;BsmtFinType1_None;BsmtFinType1_Rec;BsmtFinType1_Unf;BsmtFinType2_ALQ;BsmtFinType2_BLQ;BsmtFinType2_GLQ;BsmtFinType2_LwQ;BsmtFinType2_None;BsmtFinType2_Rec;BsmtFinType2_Unf;BsmtQual_Ex;BsmtQual_Fa;BsmtQual_Gd;BsmtQual_None;BsmtQual_TA;CentralAir_N;CentralAir_Y;Condition1_Artery;Condition1_Feedr;Condition1_Norm;Condition1_PosA;Condition1_PosN;Condition1_RRAe;Condition1_RRAn;Condition1_RRNe;Condition1_RRNn;Electrical_FuseA;Electrical_FuseF;Electrical_FuseP;Electrical_Mix;Electrical_None;Electrical_SBrkr;ExterCond_Ex;ExterCond_Fa;ExterCond_Gd;ExterCond_Po;ExterCond_TA;ExterQual_Ex;ExterQual_Fa;ExterQual_Gd;ExterQual_TA;Exterior1st_AsbShng;Exterior1st_AsphShn;Exterior1st_BrkComm;Exterior1st_BrkFace;Exterior1st_CBlock;Exterior1st_CemntBd;Exterior1st_HdBoard;Exterior1st_ImStucc;Exterior1st_MetalSd;Exterior1st_None;Exterior1st_Plywood;Exterior1st_Stone;Exterior1st_Stucco;Exterior1st_VinylSd;Exterior1st_Wd Sdng;Exterior1st_WdShing;Exterior2nd_AsbShng;Exterior2nd_AsphShn;Exterior2nd_Brk Cmn;Exterior2nd_BrkFace;Exterior2nd_CBlock;Exterior2nd_CmentBd;Exterior2nd_HdBoard;Exterior2nd_ImStucc;Exterior2nd_MetalSd;Exterior2nd_None;Exterior2nd_Other;Exterior2nd_Plywood;Exterior2nd_Stone;Exterior2nd_Stucco;Exterior2nd_VinylSd;Exterior2nd_Wd Sdng;Exterior2nd_Wd Shng;Fence_GdPrv;Fence_GdWo;Fence_MnPrv;Fence_MnWw;Fence_None;FireplaceQu_Ex;FireplaceQu_Fa;FireplaceQu_Gd;FireplaceQu_None;FireplaceQu_Po;FireplaceQu_TA;Foundation_BrkTil;Foundation_CBlock;Foundation_PConc;Foundation_Slab;Foundation_Stone;Foundation_Wood;Functional_Maj1;Functional_Maj2;Functional_Min1;Functional_Min2;Functional_Mod;Functional_None;Functional_Sev;Functional_Typ;GarageCond_Ex;GarageCond_Fa;GarageCond_Gd;GarageCond_None;GarageCond_Po;GarageCond_TA;GarageFinish_Fin;GarageFinish_None;GarageFinish_RFn;GarageFinish_Unf;GarageQual_Ex;GarageQual_Fa;GarageQual_Gd;GarageQual_None;GarageQual_Po;GarageQual_TA;GarageType_2Types;GarageType_Attchd;GarageType_Basment;GarageType_BuiltIn;GarageType_CarPort;GarageType_Detchd;GarageType_None;HeatingQC_Ex;HeatingQC_Fa;HeatingQC_Gd;HeatingQC_Po;HeatingQC_TA;HouseStyle_1.5Fin;HouseStyle_1.5Unf;HouseStyle_1Story;HouseStyle_2.5Fin;HouseStyle_2.5Unf;HouseStyle_2Story;HouseStyle_SFoyer;HouseStyle_SLvl;KitchenQual_Ex;KitchenQual_Fa;KitchenQual_Gd;KitchenQual_None;KitchenQual_TA;LandContour_Bnk;LandContour_HLS;LandContour_Low;LandContour_Lvl;LandSlope_Gtl;LandSlope_Mod;LandSlope_Sev;LotConfig_Corner;LotConfig_CulDSac;LotConfig_FR2;LotConfig_FR3;LotConfig_Inside;LotShape_IR1;LotShape_IR2;LotShape_IR3;LotShape_Reg;MSSubClass_120;MSSubClass_150;MSSubClass_160;MSSubClass_180;MSSubClass_190;MSSubClass_20;MSSubClass_30;MSSubClass_40;MSSubClass_45;MSSubClass_50;MSSubClass_60;MSSubClass_70;MSSubClass_75;MSSubClass_80;MSSubClass_85;MSSubClass_90;MSZoning_C (all);MSZoning_FV;MSZoning_None;MSZoning_RH;MSZoning_RL;MSZoning_RM;MasVnrType_BrkCmn;MasVnrType_BrkFace;MasVnrType_None;MasVnrType_Stone;MiscFeature_Gar2;MiscFeature_None;MiscFeature_Othr;MiscFeature_Shed;MiscFeature_TenC;MoSold_1;MoSold_10;MoSold_11;MoSold_12;MoSold_2;MoSold_3;MoSold_4;MoSold_5;MoSold_6;MoSold_7;MoSold_8;MoSold_9;Neighborhood_Blmngtn;Neighborhood_Blueste;Neighborhood_BrDale;Neighborhood_BrkSide;Neighborhood_ClearCr;Neighborhood_CollgCr;Neighborhood_Crawfor;Neighborhood_Edwards;Neighborhood_Gilbert;Neighborhood_IDOTRR;Neighborhood_MeadowV;Neighborhood_Mitchel;Neighborhood_NAmes;Neighborhood_NPkVill;Neighborhood_NWAmes;Neighborhood_NoRidge;Neighborhood_NridgHt;Neighborhood_OldTown;Neighborhood_SWISU;Neighborhood_Sawyer;Neighborhood_SawyerW;Neighborhood_Somerst;Neighborhood_StoneBr;Neighborhood_Timber;Neighborhood_Veenker;OverallCond_1;OverallCond_2;OverallCond_3;OverallCond_4;OverallCond_5;OverallCond_6;OverallCond_7;OverallCond_8;OverallCond_9;PavedDrive_N;PavedDrive_P;PavedDrive_Y;RoofStyle_Flat;RoofStyle_Gable;RoofStyle_Gambrel;RoofStyle_Hip;RoofStyle_Mansard;RoofStyle_Shed;SaleCondition_Abnorml;SaleCondition_AdjLand;SaleCondition_Alloca;SaleCondition_Family;SaleCondition_Normal;SaleCondition_Partial;SaleType_COD;SaleType_CWD;SaleType_Con;SaleType_ConLD;SaleType_ConLI;SaleType_ConLw;SaleType_New;SaleType_None;SaleType_Oth;SaleType_WD;YrSold_2006;YrSold_2007;YrSold_2008;YrSold_2009;YrSold_2010;SalePrice
983;767;0;4;660;0;1;0;323;156;0;2;423;1;1989;1750;0;1;12508;75;0;0;1300;0;6;0;0;7;983;245;1940;1985;2733;1750;3;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;160000
1836;0;0;3;24;0;0;0;1836;0;1;2;484;2;2004;1836;0;1;9100;70;0;0;0;33;7;0;0;8;1860;120;2004;2005;3696;1836;2;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;216837
1690;1589;0;4;1416;0;1;0;234;0;1;3;841;3;2003;3279;1;1;53504;47;0;603;0;36;8;0;210;12;1650;503;2003;2003;4929;3279;5;0;1;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;538000
858;0;0;2;685;0;1;0;173;0;0;1;576;2;1983;858;0;1;7252;0;0;0;0;0;5;0;0;5;858;120;1982;1982;1716;858;2;0;1;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;134900
1220;0;0;2;836;0;0;0;0;0;0;1;396;2;1951;1220;0;1;8877;67;0;0;0;0;4;0;0;6;836;0;1951;1951;2056;1220;1;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;102000
1117;0;0;3;422;127;1;0;480;0;1;1;672;2;1976;1117;0;1;7819;94;0;0;0;0;6;0;0;6;1029;144;1976;1976;2146;1117;2;0;1;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;107000
912;0;0;2;456;0;0;0;456;0;0;1;275;1;1958;912;0;1;10150;70;0;1;0;0;5;0;0;5;912;0;1958;1958;1824;912;1;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;114500
1973;0;0;3;0;0;0;0;1935;0;1;2;895;3;2006;1973;0;1;14226;110;0;375;0;45;8;0;0;9;1935;315;2006;2006;3908;1973;2;0;1;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;395000
1204;0;0;2;866;0;1;0;338;0;0;2;412;2;1998;1204;0;1;4500;32;0;320;0;247;6;0;0;5;1204;0;1998;1998;2408;1204;3;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;162000
1614;0;0;3;20;0;0;0;1594;0;0;2;865;3;2005;1614;0;1;11210;86;0;240;0;59;7;0;0;7;1614;144;2005;2006;3228;1614;2;0;1;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;221500
894;0;0;3;762;0;1;0;102;0;1;1;440;2;1974;894;0;1;13350;100;0;0;0;0;5;0;0;5;864;241;1974;1974;1758;894;2;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;142500
2020;0;0;4;0;0;0;0;0;0;2;2;630;2;1977;2020;0;2;8400;60;0;320;0;0;5;0;0;10;0;0;1977;1977;2020;2020;2;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;144000
1004;0;0;2;975;0;1;0;0;0;0;1;504;2;1977;1004;0;1;10530;78;0;90;0;0;6;0;0;4;975;0;1977;1977;1979;1004;2;0;1;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;135000
1253;0;0;3;0;0;0;0;1237;0;1;2;402;2;1995;1253;0;1;7875;63;0;38;0;21;7;0;0;6;1237;220;1995;1996;2490;1253;2;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;176000
810;793;0;3;387;0;0;0;374;0;0;2;484;2;1992;1603;1;1;7153;65;0;0;0;124;6;0;0;7;761;0;1992;1992;2364;1603;3;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;175900
1430;0;0;3;0;0;0;0;1413;0;0;2;605;2;2001;1430;0;1;16285;67;0;0;0;33;7;0;0;6;1413;0;2001;2002;2843;1430;2;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;187100
